"1","0000","IBM INTERNAL      ","ZF","IBM INTERNAL      ","Z","Exclusions","21","Unassigned          ","UNAS",,"USA ","2016-07-04-05.06.14.067356"
"740","9111","NAV MAT FIELD ACT      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USU ","2016-07-04-05.06.14.067356"
"741","9112","Activities of Professional Organizations   ","KZ","Associations      ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","WWW ","2016-04-05-16.17.59.906441"
"742","9112","ARMY USAFAC       ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USU ","2016-07-04-05.06.14.067356"
"743","9113","MARINE CORPS      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"744","9114","AF CTRS/RES/GRD      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"745","9115","ARMY PROF/SUPPORT SERV     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"746","9116","AF CONTRACTOR-MIL SPACE     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"747","9117","A F LOG CMD       ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"748","9118","AF EUR-PAC ALAS      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"749","9119","AF SYS.CMD.       ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"750","9120","Activities of Trade Unions     ","KZ","Associations      ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","WWW ","2016-04-05-16.17.59.906441"
"751","9120","AF TRAINING CMD      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USU ","2016-07-04-05.06.14.067356"
"752","9121","FERC/EIA (WASH DC ONLY)     ","YC","Public Safety and Justice    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"753","9122","AF-MISC.       ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"754","9123","AF COMM CMD       ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"755","9124","INSP & SAFETY      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"756","9125","DOE NATIONAL      ","YD","Environ., Transp. & Pub. Works    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"757","9126","US CITIZENSHIP & IMMIGRATION SVCS    ","YC","Public Safety and Justice    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"758","9127","US COURTS       ","YC","Public Safety and Justice    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"759","9128","AF CONTRACTOR      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"760","9129","AEROSPACE CORP.      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"761","9130","MAIN JUSTICE      ","YC","Public Safety and Justice    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"762","9131","SYST.DEVEL.CORP      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"763","9132","H&HS/SSA       ","YB","Social Services     ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"764","9133","FSD SPACE       ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"765","9134","SAMSO GENERAL      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"766","9135","H&HS/CLINICAL CENTER     ","YB","Social Services     ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"767","9136","SCF        ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"768","9137","SAMTEC       ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"769","9138","SAMSO WESTOVER      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"770","9139","JNT DATA SYS SUPPT COMM (JDSSC)    ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"771","9140","MILITARY BANKING SYSTEM     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"772","9141","AF TEST RANGE      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"773","9142","NASA HQ       ","YG","Scientific      ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"774","9143","DCA-JT DATA SYS SUPT ACT     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"775","9144","DCA-WORLD WIDE ONLINE SYS     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"776","9145","DCA DEF COMM OPER SUPT SYS     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"777","9146","JCS WISCUC       ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"778","9147","DOD-DEPENDENT SCHOOLS     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"779","9148","DLA-DEPOTS       ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"780","9149","DLA-SUPPLY CTRS      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"781","9150","ASST SECRETARY OF DEFENSE MGMT & PERSONNEL   ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"782","9151","DLA-SVCS.CTRS      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"783","9152","DLA-DCASRS       ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"784","9153","DEFENSE NUCLEAR AGENCY (DNA)    ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"785","9154","DLA-OTHER       ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"786","9155","DOD SECURITY ASSISTANCE AGENCY    ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"787","9156","WASHINGTON HEADQUARTERS SERVICE    ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"788","9157","DOD DEF AUDIT AGY      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"789","9158","DEF. CONTRACT AUDIT AGENCY (DCAA)    ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"790","9159","DOD COMMAND & CONTROL     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"791","9161","DOD UNIFORM SERV UNIV HOSP SYS    ","YB","Social Services     ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"792","9162","ASST SECY OF DEF HEALTH AFFAIRS    ","YB","Social Services     ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"793","9163","ON SITE INSPECTION AGENCY     ","YC","Public Safety and Justice    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"794","9164","DEF ADV RSCH PROJ AGNCY (DARPA)    ","YG","Scientific      ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"795","9165","JCS JOINT CMDS      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"796","9166","ASST SEC OF DEF PUBLIC AFFAIRS    ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"797","9167","NAVY/MARINE COMMISSARY     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"798","9168","INSPECTOR GENERAL      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"799","9169","ASST SEC DEF PROD & LOGISTICS    ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"800","9170","DEFENSE LEGAL SERV AGENCY     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"801","9171","DEF. TECH SECUR ADMIN (DTSA)    ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"802","9172","NASA RESEARCH CENTERS     ","YG","Scientific      ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"803","9173","AAS CONTRACT      ","YD","Environ., Transp. & Pub. Works    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"804","9174","IRS-TMAC       ","YA","Finance and Administration    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"805","9175","MORALE RECREATIONAL WELFARE     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"806","9176","NAVY/MARINE CORPS EXCHANGE     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"807","9177","POINT OF SALE      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"808","9178","ALCOHOL, TOBACCO AND FIREARMS    ","YC","Public Safety and Justice    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"809","9179","BUREAU OF PUBLIC DEBT     ","YA","Finance and Administration    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"810","9180","COMPTROLLER OF THE CURRENCY     ","YA","Finance and Administration    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"811","9181","NATIONAL SCIENCE FOUNDATION     ","YG","Scientific      ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"812","9182","NARA       ","YA","Finance and Administration    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"813","9183","PENSIONS       ","YA","Finance and Administration    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"814","9184","DHS MANAGENENT      ","YC","Public Safety and Justice    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"815","9185","NSA - T/OPS       ","YC","Public Safety and Justice    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"816","9186","CMU SPECIAL       ","YC","Public Safety and Justice    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"817","9187","NAVY/INTELLIGENCE      ","YC","Public Safety and Justice    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
